class,img_path,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191
class0,../Datasets/wang/Images/train/class0/18.jpg,0.00921631,0.0206197,0.151591,0.13738,0.0760803,0.0446879,0.02948,0.0249227,0.0216675,0.0203552,0.0184428,0.0176086,0.0182699,0.0184224,0.0220642,0.0230611,0.0193176,0.0171,0.0157674,0.0166423,0.0153503,0.0144348,0.0145569,0.0137227,0.0131938,0.0113424,0.00998942,0.00941976,0.00836182,0.00801595,0.0074056,0.00706991,0.00610352,0.00649007,0.00639852,0.00582886,0.00552368,0.00547282,0.00576782,0.00497437,0.0052592,0.00446574,0.00501506,0.00466919,0.00425212,0.00429281,0.00411987,0.00411987,0.00413005,0.00413005,0.0042216,0.00418091,0.00465902,0.00493368,0.00571696,0.00656128,0.00627645,0.00683594,0.00523885,0.0030009,0.00121053,0.000406901,0.000142415,4.06901e-05,0.00960287,0.0224508,0.144653,0.16747,0.0743408,0.0421753,0.0296427,0.0220235,0.0172831,0.0160929,0.0148519,0.0145365,0.013326,0.0132243,0.0126851,0.012207,0.012207,0.0130005,0.0137939,0.0137431,0.0131124,0.013387,0.013326,0.0137329,0.0134481,0.0138957,0.0126038,0.0127767,0.0129293,0.0117798,0.0108439,0.00961304,0.00839233,0.00847371,0.00790405,0.00662231,0.00670369,0.00642904,0.00633748,0.00617472,0.00572713,0.00534058,0.0049235,0.00540161,0.00499471,0.00489299,0.00443522,0.00499471,0.00498454,0.00550334,0.00630697,0.00676473,0.00734456,0.00900269,0.00866699,0.00624593,0.00632731,0.00940959,0.000671387,0.000152588,0.000101725,0,1.01725e-05,0,8.13802e-05,0.00153605,0.0592041,0.0678101,0.04304,0.046814,0.0373027,0.0289307,0.026591,0.0270182,0.0242208,0.021637,0.0199687,0.0175883,0.0169474,0.0158285,0.015269,0.0163269,0.0159403,0.0154521,0.013916,0.0137939,0.013682,0.0133667,0.013265,0.013092,0.0125936,0.0132751,0.0131531,0.0137533,0.014506,0.0138041,0.0136007,0.013682,0.0131734,0.0123393,0.0124817,0.0106303,0.0101522,0.0103556,0.00952148,0.00856527,0.00904338,0.00831095,0.00797526,0.00805664,0.00776164,0.00818888,0.00853475,0.0088501,0.00883993,0.00899251,0.0102844,0.0107625,0.0108744,0.0135295,0.0187683,0.0338745,0.0135091,0.00321452,0.00215658,0.00166829,0.00104777,0.00154622
class0,../Datasets/wang/Images/train/class0/19.jpg,0.00864665,0.00850423,0.0114339,0.0137838,0.0170085,0.0177816,0.0201213,0.0220947,0.025116,0.0266724,0.0296326,0.0306193,0.0325623,0.0348409,0.0378215,0.0397034,0.0401917,0.0409546,0.0396016,0.0391337,0.0385844,0.0368652,0.0369771,0.0352885,0.0347087,0.030365,0.0274251,0.0229899,0.0188904,0.0154215,0.0128072,0.0105896,0.00916545,0.00846354,0.00742594,0.00620524,0.0058492,0.00552368,0.00500488,0.00466919,0.00385539,0.00423177,0.00415039,0.00367228,0.00356038,0.00378418,0.0035909,0.00317383,0.00324504,0.00284831,0.00312297,0.00292969,0.00311279,0.00361125,0.00442505,0.00728353,0.0152486,0.012207,0.00186157,0.000498454,0.00012207,2.03451e-05,0,0,0.00465902,0.00517782,0.00656128,0.00828044,0.0101827,0.0129293,0.0138957,0.0151265,0.0164286,0.0183512,0.0207316,0.0228068,0.0249532,0.0266012,0.0281576,0.0297343,0.0309448,0.0331217,0.0350545,0.0356445,0.0371297,0.0360413,0.0362447,0.034495,0.0328166,0.0305074,0.0265299,0.0251261,0.0230713,0.0226034,0.0212402,0.0192973,0.0196126,0.0190125,0.0185649,0.0180969,0.0165914,0.0169169,0.0157878,0.0134074,0.0115662,0.00899251,0.00703939,0.00532023,0.00459798,0.00393677,0.00377401,0.00393677,0.00364176,0.00345866,0.00346883,0.0030009,0.00334676,0.00314331,0.00394694,0.00595093,0.0195719,0.0128784,0.00355021,0.00152588,0.000661214,0.000193278,6.10352e-05,0,0.000895182,0.00228882,0.00421143,0.0058492,0.00733439,0.00926717,0.010376,0.0118306,0.0131429,0.0134888,0.0166117,0.0173543,0.0185954,0.0200399,0.0215861,0.0210775,0.0233866,0.0250041,0.0265401,0.0279032,0.0294088,0.0292358,0.0298665,0.0290833,0.0293579,0.027832,0.0272522,0.0256551,0.0236104,0.0219625,0.0199382,0.0183207,0.0164591,0.0157267,0.01474,0.013387,0.0138245,0.0134989,0.0136719,0.0136108,0.0138957,0.015391,0.016866,0.0180868,0.0194702,0.0197245,0.021047,0.0205892,0.0181071,0.01533,0.0108541,0.00756836,0.00641886,0.00534058,0.00591024,0.0102336,0.0205994,0.0114441,0.00567627,0.00449626,0.0030721,0.00239054,0.00145467,0.00280762
class0,../Datasets/wang/Images/train/class0/2.jpg,0.00725301,0.03007,0.0445353,0.042277,0.0502116,0.0504862,0.0397542,0.0327352,0.0299174,0.0280151,0.0278015,0.0259196,0.0251363,0.024882,0.0234985,0.0226949,0.022583,0.0208842,0.020284,0.0205688,0.0198059,0.0177816,0.0170492,0.0160116,0.0160421,0.0154114,0.0152791,0.0143433,0.0161845,0.0131226,0.0133158,0.0131022,0.0122172,0.0112813,0.0110474,0.0120646,0.0122884,0.0126648,0.0129191,0.0134481,0.0130107,0.0126953,0.0101115,0.00752767,0.00574748,0.0049235,0.00463867,0.00436401,0.00420125,0.00406901,0.00428263,0.00398763,0.00431315,0.00519816,0.0062561,0.0100098,0.0134786,0.00482178,0.0009257,0.000376383,0.000132243,3.05176e-05,1.01725e-05,0,0.00270589,0.0253805,0.0440572,0.0399984,0.0353902,0.0345764,0.0289408,0.0244242,0.0228271,0.0212911,0.0210775,0.0198059,0.0199992,0.0204875,0.0221252,0.0210571,0.0231628,0.0214945,0.0229492,0.0213827,0.021464,0.0218404,0.0221863,0.0221049,0.021637,0.0204366,0.0203044,0.0192871,0.0195516,0.0168355,0.0155741,0.0174764,0.0150655,0.0129496,0.0114746,0.011495,0.0113322,0.0107727,0.00979614,0.00870768,0.00857544,0.00764974,0.00742594,0.00695801,0.00738525,0.00705973,0.00806681,0.00836182,0.00964355,0.0105591,0.0125834,0.0113322,0.00860596,0.00702922,0.0065918,0.0111287,0.0212097,0.00982666,0.00365194,0.00174967,0.00084432,0.000254313,6.10352e-05,2.03451e-05,0.000111898,0.00742594,0.0221252,0.0180461,0.0171204,0.0185852,0.0200399,0.0195719,0.0198771,0.0205688,0.0203044,0.0199076,0.0194906,0.0199585,0.0202535,0.0214945,0.0209757,0.0215556,0.0224101,0.0232442,0.0237935,0.0245667,0.0216878,0.0213623,0.0209554,0.0204875,0.0204976,0.0203145,0.0187581,0.0194702,0.0191345,0.0200399,0.0195414,0.0186564,0.0173747,0.0174255,0.0170186,0.01592,0.0135498,0.013265,0.0129089,0.0118103,0.0112101,0.0104574,0.00941976,0.00808716,0.00789388,0.0074056,0.00681559,0.00694784,0.00730387,0.00767008,0.0097758,0.011617,0.0164795,0.0223389,0.0292765,0.0146179,0.00890096,0.00697835,0.00465902,0.0037028,0.00308228,0.00375366
class0,../Datasets/wang/Images/train/class0/20.jpg,0.00107829,0.013031,0.0555115,0.0472921,0.0400289,0.0359701,0.0320841,0.0259399,0.023702,0.0216064,0.0207011,0.0209249,0.019755,0.0203247,0.0203349,0.0209859,0.0219421,0.0227865,0.024648,0.0265198,0.0273946,0.0265706,0.0243123,0.0248311,0.0254822,0.0245565,0.0242818,0.0227763,0.0212402,0.0207621,0.0188904,0.0161438,0.015981,0.0155029,0.0137329,0.0124512,0.0111084,0.0105387,0.00994873,0.00948079,0.00890096,0.0086263,0.0096639,0.0104777,0.0102437,0.0112915,0.00970459,0.00836182,0.00726318,0.0061849,0.00556437,0.00312297,0.0018514,0.00142415,0.00121053,0.000854492,0.00108846,0.00136312,0.000864665,0.000579834,0.00012207,8.13802e-05,0,0,0.000996908,0.0221456,0.0648397,0.0396423,0.0385234,0.032725,0.0279032,0.0231527,0.0215963,0.0185649,0.0175578,0.0174052,0.0184733,0.0180054,0.0174967,0.0175273,0.0180054,0.0217692,0.0235494,0.0246175,0.0275472,0.0292867,0.0282491,0.0271403,0.0278727,0.0278625,0.0278015,0.0267741,0.0229187,0.0214233,0.0206706,0.0176595,0.0154521,0.0151469,0.0136922,0.0125326,0.0106201,0.0109253,0.00981649,0.00970459,0.00981649,0.00938924,0.0102132,0.0108846,0.00994873,0.0090332,0.00908407,0.00788371,0.00682577,0.00595093,0.00531006,0.00449626,0.00336711,0.00193278,0.00146484,0.00137329,0.00175985,0.00190226,0.00112915,0.000427246,0.000172933,4.06901e-05,0,0,0,0.00304159,0.0224101,0.0256144,0.0244649,0.0225016,0.0222168,0.0197652,0.0197042,0.0204366,0.0228475,0.0211589,0.0211283,0.0215251,0.0195516,0.0192668,0.0195211,0.0198059,0.0203349,0.0205892,0.0210571,0.0201213,0.0200602,0.0203552,0.0221049,0.021698,0.0235799,0.0219116,0.0219727,0.0216268,0.0207214,0.0190023,0.019399,0.0189718,0.0187073,0.0176799,0.0171,0.0160929,0.0172526,0.0165507,0.0161947,0.0160421,0.0162862,0.0160116,0.0159098,0.0160624,0.0154317,0.0143229,0.0121257,0.0107625,0.0102743,0.00881958,0.00957235,0.010142,0.00960287,0.00742594,0.00461833,0.00314331,0.0018514,0.00136312,0.000874837,0.000396729,0.000427246,0.000488281
class0,../Datasets/wang/Images/train/class0/21.jpg,0.00143433,0.0134074,0.0399373,0.035085,0.0384623,0.0355326,0.0327047,0.0267741,0.0241394,0.023997,0.0237325,0.0238953,0.0247498,0.0225118,0.0211182,0.0202026,0.0202433,0.019989,0.021759,0.0222677,0.0222371,0.0215251,0.0239054,0.0246887,0.0244853,0.0247498,0.0233256,0.0209249,0.0199178,0.0187378,0.0171204,0.0147298,0.0130717,0.0131327,0.012441,0.0114339,0.0124207,0.0123901,0.0128377,0.0121053,0.0122579,0.0108337,0.0102743,0.00958252,0.0104879,0.00933838,0.00826009,0.00654093,0.00691732,0.00764974,0.00769043,0.00783285,0.00789388,0.00795492,0.0079244,0.00807699,0.00775146,0.0037028,0.000742594,0.000142415,2.03451e-05,0,0,0,0.00110881,0.0132955,0.0435893,0.0302938,0.0318705,0.0337219,0.0318095,0.0267537,0.022522,0.0226339,0.0211589,0.0212809,0.0211182,0.0221965,0.0212809,0.0210978,0.0198975,0.0198059,0.0206502,0.0218404,0.0242615,0.0244751,0.0258382,0.0266418,0.0263875,0.0272827,0.0256449,0.0240072,0.0229696,0.0216471,0.0198975,0.0166524,0.0148214,0.0136719,0.0142721,0.0132446,0.0138041,0.0127767,0.0120239,0.0104675,0.00992839,0.00950114,0.0101318,0.00787354,0.00737508,0.00678508,0.00690715,0.00662231,0.00617472,0.00567627,0.00602214,0.00664266,0.00687663,0.00692749,0.00984701,0.0114034,0.0134989,0.00283813,0.000254313,0,0,0,0,0,0,0.00306193,0.01356,0.0117391,0.0137838,0.0144348,0.0131429,0.01297,0.0144857,0.0163269,0.0206095,0.0196025,0.0196838,0.0200602,0.0172526,0.0171,0.0171814,0.0172933,0.0161336,0.0147502,0.0138652,0.0135803,0.0139058,0.0137533,0.0133464,0.0139974,0.0143738,0.0147502,0.0161743,0.0171102,0.0186462,0.0184631,0.0189412,0.0191142,0.0199687,0.0189311,0.0194702,0.0185852,0.017863,0.0179647,0.0183818,0.0189718,0.0171,0.0170898,0.0167135,0.0177307,0.0177104,0.0178019,0.0177917,0.0183919,0.0172831,0.0180868,0.0217896,0.0242106,0.0340373,0.0427144,0.0183309,0.00937907,0.0049235,0.00215658,0.00149536,0.000854492,0.000478109,0.000600179
class0,../Datasets/wang/Images/train/class0/22.jpg,0.00167847,0.00941976,0.0180155,0.0215963,0.029012,0.0364787,0.030131,0.0261943,0.024882,0.0246887,0.0244344,0.0255534,0.025828,0.0263062,0.0264893,0.0273641,0.0259908,0.0258789,0.0259806,0.0250448,0.0240275,0.0243022,0.0240072,0.0230103,0.0227661,0.0207418,0.0190328,0.0187988,0.0185852,0.0173238,0.0168864,0.0169576,0.0150146,0.0144348,0.0137533,0.0128072,0.0127055,0.0124105,0.0118103,0.011322,0.00994873,0.0103353,0.00957235,0.00929769,0.00989787,0.00939941,0.00933838,0.0088501,0.00976562,0.0103149,0.0098877,0.0105184,0.0101318,0.00987752,0.0101013,0.00806681,0.0061849,0.00512695,0.00110881,0.000305176,0.000152588,8.13802e-05,3.05176e-05,4.06901e-05,0.00109863,0.00946045,0.0172628,0.018514,0.023173,0.0253906,0.0286357,0.022878,0.0222575,0.0212097,0.0199382,0.0218506,0.0222575,0.0232747,0.0233358,0.0238037,0.0243937,0.0258077,0.0263265,0.0273132,0.0269063,0.026886,0.026947,0.0265605,0.0255127,0.0233358,0.0213114,0.0202942,0.0192464,0.0189209,0.0186564,0.0167338,0.0173238,0.0152283,0.0135091,0.0140076,0.0137126,0.013031,0.0124207,0.0126038,0.0113729,0.0111287,0.011027,0.00986735,0.00973511,0.00979614,0.00935872,0.00956217,0.00872803,0.00908407,0.00855509,0.00900269,0.0103048,0.0107117,0.0122884,0.0142619,0.0131124,0.00878906,0.00129191,0.000478109,0.00016276,4.06901e-05,1.01725e-05,0,0.000142415,0.00385539,0.00952148,0.008962,0.012085,0.0167338,0.0216573,0.0182699,0.0180155,0.0187073,0.017334,0.0169067,0.0168355,0.0182088,0.0187988,0.0189819,0.020457,0.0215149,0.0225627,0.0219727,0.0233968,0.0245667,0.024231,0.0254822,0.0249634,0.0253906,0.0246175,0.0257365,0.0241801,0.0221558,0.0198771,0.0198873,0.0188802,0.0187378,0.0181783,0.017568,0.0177205,0.0171407,0.0160116,0.0157369,0.0157166,0.0151062,0.0140889,0.0139058,0.013326,0.0127563,0.0129089,0.0118306,0.0122884,0.0119629,0.0125732,0.0130107,0.0139974,0.0137736,0.0150757,0.0158691,0.0146586,0.00893148,0.00505575,0.00320435,0.00184123,0.000986735,0.000620524,0.000528971
class0,../Datasets/wang/Images/train/class0/23.jpg,0.00260417,0.0122782,0.0251363,0.0313009,0.0329692,0.0328776,0.0302022,0.0268453,0.0241292,0.0210673,0.022522,0.0214945,0.023936,0.0237427,0.021993,0.0225627,0.0217489,0.0215658,0.0194702,0.0198466,0.0194295,0.0196431,0.0188395,0.0180969,0.0175883,0.0179036,0.0177104,0.0160522,0.0150146,0.0140177,0.0139262,0.0137838,0.0143331,0.013682,0.0140584,0.013326,0.0140686,0.0132955,0.0119731,0.0116374,0.01179,0.0105286,0.00974528,0.00861613,0.00868734,0.0085144,0.00791423,0.00827026,0.00894165,0.00996908,0.011617,0.0143229,0.0195719,0.0197347,0.0189209,0.0215861,0.0283203,0.00595093,0.000264486,5.08626e-05,0,1.01725e-05,0,0,0.00141398,0.00942993,0.0214335,0.0263977,0.0289307,0.0287781,0.0280762,0.0257568,0.0226135,0.0222066,0.0198059,0.0199585,0.0201213,0.0209961,0.0211385,0.0213013,0.0213114,0.022054,0.0215149,0.0198873,0.01946,0.0186971,0.0182699,0.0186056,0.0180766,0.0184937,0.0168254,0.0170797,0.0157979,0.0140279,0.0140686,0.013682,0.0131734,0.0124613,0.0126038,0.013265,0.0127055,0.0126546,0.0117188,0.012207,0.0119934,0.0116679,0.0107524,0.0098877,0.0101827,0.00918579,0.00837199,0.00746663,0.0080363,0.00817871,0.00868734,0.00998942,0.0105794,0.0132955,0.0181783,0.0359497,0.0588175,0.0175476,0.00311279,0.00084432,0.000223796,5.08626e-05,0,0,0.000569661,0.00373332,0.0106812,0.0142314,0.0179443,0.0210673,0.0225525,0.0210775,0.0210673,0.0195719,0.0201721,0.0193075,0.0195821,0.0195109,0.0171305,0.0171407,0.0166728,0.0171305,0.017039,0.016805,0.0172729,0.0169678,0.0166219,0.0159607,0.0163269,0.0163472,0.0164591,0.0165609,0.01651,0.0177612,0.0188904,0.0195516,0.0172526,0.0165405,0.0163879,0.0151469,0.0147298,0.0146586,0.0145976,0.0154928,0.0155436,0.0164693,0.0160217,0.0150045,0.0141398,0.0129191,0.0126241,0.0123698,0.0114441,0.0116781,0.0108439,0.0111593,0.013621,0.0154521,0.0185954,0.0319723,0.0519511,0.0241903,0.00997925,0.00519816,0.00305176,0.00163778,0.000701904,0.000406901
class0,../Datasets/wang/Images/train/class0/24.jpg,7.12077e-05,0.0423482,0.160838,0.0532125,0.0469055,0.0418803,0.0346273,0.0248108,0.0202128,0.0169373,0.0151265,0.0131531,0.0124003,0.013387,0.0122274,0.0134583,0.0121155,0.0135091,0.014211,0.0144246,0.014679,0.0142008,0.0145467,0.0154928,0.0156657,0.0159302,0.0150248,0.0155131,0.0151164,0.0155334,0.01474,0.0141398,0.0152893,0.0143433,0.0138143,0.0130717,0.0126546,0.0126139,0.0127055,0.0127767,0.010966,0.00997925,0.0103556,0.008962,0.00975545,0.00939941,0.00840251,0.00855509,0.00804647,0.00807699,0.00743612,0.00695801,0.00680542,0.00550334,0.00491333,0.0037028,0.00331624,0.00287882,0.00124105,0.000671387,0.000295003,6.10352e-05,1.01725e-05,0,0.000142415,0.0543213,0.142242,0.0587463,0.0445048,0.0391337,0.0348511,0.0258687,0.019104,0.0153198,0.0143331,0.0137533,0.0121358,0.0119222,0.0113525,0.0115662,0.0113729,0.0114848,0.0123494,0.0124308,0.013092,0.013855,0.0145569,0.0157776,0.0166524,0.0162354,0.0166524,0.0171305,0.0170085,0.0178833,0.0174052,0.0167236,0.0164591,0.0145772,0.0141398,0.0123596,0.0134277,0.0115865,0.0121765,0.011322,0.0093689,0.00947062,0.00956217,0.00932821,0.0090332,0.00867717,0.00807699,0.00805664,0.00721232,0.00657145,0.00735474,0.00787354,0.00868734,0.0104879,0.00950114,0.00599162,0.00478109,0.00269572,0.000976562,0.000254313,7.12077e-05,1.01725e-05,0,0,5.08626e-05,0.0149943,0.116048,0.0541585,0.0373027,0.03007,0.0243123,0.0214335,0.0212402,0.0217489,0.020223,0.018514,0.0158081,0.0150045,0.0139872,0.0136922,0.0126546,0.0118408,0.0118205,0.011851,0.0111593,0.0110677,0.0119222,0.0124817,0.01179,0.0123088,0.0131734,0.0122274,0.0127869,0.0125224,0.0128886,0.0134074,0.0137227,0.0132853,0.0135091,0.0135905,0.0132446,0.0142008,0.0141907,0.0143636,0.0141398,0.0143229,0.0140889,0.0140889,0.0145671,0.0140889,0.0145264,0.0154114,0.0157369,0.014974,0.0145162,0.0150859,0.0158691,0.01533,0.012675,0.0104065,0.00734456,0.00721232,0.00505575,0.00291952,0.00158691,0.000783285,0.000406901,0.000264486
class0,../Datasets/wang/Images/train/class0/25.jpg,0.00568644,0.00957235,0.0140076,0.0187174,0.0235494,0.0227661,0.0232849,0.0218913,0.0224609,0.023702,0.0241801,0.0255432,0.0256856,0.0269572,0.0264893,0.0254008,0.0258586,0.027476,0.0276082,0.0266724,0.0259603,0.0243632,0.0256042,0.0236918,0.0234985,0.0219523,0.020518,0.0204061,0.019338,0.0189616,0.0183411,0.0177612,0.0189107,0.0184733,0.0186666,0.0167745,0.0167236,0.0155538,0.015035,0.0143941,0.0132955,0.0123596,0.0117493,0.0106099,0.00954183,0.00868734,0.00736491,0.00713094,0.00694784,0.00585938,0.00586955,0.00479126,0.00487264,0.0043335,0.00414022,0.00372314,0.0150655,0.0181478,0.00193278,0.000823975,0.000233968,4.06901e-05,1.01725e-05,3.05176e-05,0.00523885,0.00935872,0.013265,0.0157369,0.0177104,0.01946,0.0212097,0.0214539,0.0220133,0.0226542,0.0234884,0.0225321,0.023641,0.0251668,0.024587,0.024648,0.0241292,0.0254924,0.0260315,0.0254618,0.0240682,0.023936,0.0232442,0.0248617,0.0242716,0.0245158,0.0233968,0.0209656,0.0204264,0.0195312,0.0187073,0.0177714,0.0157674,0.0155843,0.0150553,0.0149333,0.0141296,0.0137431,0.0125326,0.0126648,0.0121358,0.0112712,0.0116475,0.0109762,0.0108744,0.0108439,0.00999959,0.0102844,0.0102132,0.0108032,0.0101624,0.0103149,0.0103353,0.00888062,0.00853475,0.00687663,0.0203756,0.0189412,0.0021464,0.000651042,0.000233968,6.10352e-05,3.05176e-05,2.03451e-05,0.000620524,0.00230916,0.0037028,0.00495402,0.00651042,0.00827026,0.0102132,0.0107015,0.0111287,0.0126139,0.0140584,0.0137736,0.0147705,0.0153198,0.0164693,0.0178223,0.0185445,0.0211487,0.0225728,0.0227254,0.0251261,0.0245667,0.0242716,0.025706,0.0257772,0.024882,0.0261027,0.0261434,0.0261943,0.0258687,0.0245667,0.0234273,0.0236511,0.0230001,0.0215352,0.021759,0.0210876,0.0208333,0.0200806,0.017863,0.0178528,0.0163981,0.016571,0.014801,0.014445,0.013855,0.0138346,0.0121257,0.0126241,0.0130005,0.0135295,0.0120646,0.0120443,0.011322,0.0107829,0.0114339,0.0244751,0.0225321,0.00563558,0.00337728,0.00233968,0.00177002,0.00104777,0.00146484
class0,../Datasets/wang/Images/train/class0/26.jpg,0.00167847,0.0220439,0.0309957,0.0237935,0.0268555,0.0306905,0.0278829,0.0265299,0.0260518,0.0276184,0.0286967,0.0284627,0.0314128,0.0319214,0.0320231,0.0306091,0.0295919,0.0271708,0.0242716,0.0242004,0.0231425,0.0216675,0.0208333,0.0198161,0.0188293,0.0180562,0.0190531,0.0162862,0.0151367,0.0146586,0.0134481,0.0122172,0.0109456,0.0101624,0.00937907,0.00973511,0.00940959,0.0100301,0.00978597,0.00900269,0.00870768,0.00855509,0.00866699,0.0086263,0.00855509,0.009257,0.0104472,0.0117188,0.0122986,0.0127563,0.0138448,0.0137838,0.0130005,0.011027,0.00978597,0.00772095,0.00439453,0.00189209,0.000620524,0.00012207,9.15527e-05,3.05176e-05,0,0,0.00172933,0.0264384,0.0447184,0.0264994,0.0295919,0.0330302,0.0337321,0.0314128,0.0270487,0.027181,0.0244446,0.0232951,0.0236511,0.0247701,0.0240682,0.0231628,0.0228475,0.0220846,0.0227051,0.0218709,0.0206807,0.0201925,0.0187378,0.0183818,0.0191549,0.0173645,0.0179342,0.0174052,0.0152384,0.0151265,0.0138041,0.0112712,0.0106201,0.00953166,0.00912476,0.00849406,0.00829061,0.00871786,0.00805664,0.00816854,0.00763957,0.00739543,0.00722249,0.00750732,0.00720215,0.00746663,0.00772095,0.00777181,0.00784302,0.00889079,0.00981649,0.0117289,0.0143026,0.0185445,0.0215149,0.0225321,0.0171305,0.0107727,0.00421143,0.00159709,0.000427246,0.000142415,3.05176e-05,1.01725e-05,0.00016276,0.0109355,0.0255839,0.0152791,0.0167033,0.0202637,0.021698,0.0205688,0.0197042,0.0176595,0.0157166,0.0144857,0.0142517,0.0147705,0.0156555,0.0166321,0.0161235,0.0164388,0.0168355,0.0169373,0.0167542,0.0163981,0.0159098,0.0164693,0.016215,0.0168457,0.0165812,0.0167338,0.0173848,0.0176188,0.0190125,0.0169169,0.0174967,0.0170797,0.0167948,0.0179443,0.0177205,0.017863,0.0178731,0.0172831,0.0180969,0.0173543,0.0169983,0.0173442,0.0172424,0.0149028,0.0148112,0.015269,0.0155029,0.0174255,0.0194194,0.0199788,0.0199788,0.0211894,0.0204264,0.0180562,0.015625,0.0112,0.00703939,0.00461833,0.0030009,0.00217692,0.00107829,0.0019633
class0,../Datasets/wang/Images/train/class0/27.jpg,3.05176e-05,0.0171,0.0449015,0.0302836,0.0318095,0.031606,0.0261536,0.0194295,0.0177002,0.0170797,0.0190837,0.0208842,0.0241496,0.0270182,0.0274658,0.029012,0.0288798,0.0319824,0.0337016,0.0346069,0.0349731,0.0345154,0.0318807,0.0284119,0.028066,0.0255229,0.0259094,0.0227254,0.0210775,0.0209859,0.018219,0.0163879,0.013621,0.0125427,0.0113322,0.0108744,0.00981649,0.00946045,0.00788371,0.00642904,0.00506592,0.00515747,0.00441488,0.00419108,0.00369263,0.00378418,0.00343831,0.00391642,0.00325521,0.00330607,0.00342814,0.00364176,0.00439453,0.00605265,0.0104879,0.0120544,0.0116781,0.00393677,0.000539144,5.08626e-05,0,0,0,0,0.000620524,0.0239054,0.0504354,0.0285746,0.0226135,0.0215047,0.0209656,0.0194702,0.01592,0.015981,0.01592,0.0176188,0.0181783,0.0208435,0.0233459,0.0243123,0.0282288,0.0283712,0.0284322,0.0284729,0.0277608,0.0297139,0.0299784,0.030304,0.0302327,0.0292969,0.0264994,0.0254211,0.0273946,0.0248617,0.0217997,0.0193685,0.0160929,0.0147705,0.0133362,0.0125529,0.0115051,0.0116272,0.0111593,0.0116882,0.00967407,0.00799561,0.00764974,0.00581869,0.0051473,0.00443522,0.00407918,0.00387573,0.00376383,0.00421143,0.00408936,0.00393677,0.00373332,0.00414022,0.00550334,0.0149841,0.0210673,0.00602214,0.000742594,5.08626e-05,0,0,0,0,0,0.00964355,0.0248413,0.0196838,0.0175171,0.0181173,0.0178731,0.0155741,0.017334,0.01828,0.0158895,0.0143738,0.0144755,0.0149943,0.01592,0.0172933,0.0181478,0.0211995,0.0247091,0.0244548,0.0243022,0.0269877,0.0264079,0.0261943,0.0270081,0.0280762,0.0275777,0.0258789,0.0216166,0.0199382,0.019043,0.0189209,0.0187378,0.0192566,0.0182597,0.0169169,0.0154724,0.0160929,0.0184733,0.0190531,0.0208333,0.0198975,0.0207418,0.0206299,0.0172323,0.0188293,0.0150045,0.0129293,0.00774129,0.00582886,0.00450643,0.00495402,0.00541178,0.00813802,0.00845337,0.0103455,0.0128072,0.00539144,0.00159709,0.000976562,0.000732422,0.000559489,0.000722249,0.00120036
